Rk,Player,Tm,FantPos,Age,G,GS,Tgt,Rec,Yds,Y/R,TD,FantPt,PPR,PosRank,Year
199,Darvin Kidsy\KidsDa00,WAS,WR,23,2,0,2,1,8,8,0,1,1.8,198,2018
200,Allen Lazard\LazaAl00,GNB,WR,23,1,0,1,1,7,7,0,1,1.7,202,2018
201,Josh Malone\MaloJo00,CIN,WR,22,9,0,5,1,12,12,0,1,2.2,193,2018
1,Michael Thomas\ThomMi05,NOR,WR,26,14,13,159,133,1552,11.67,8,202,335.3,1,2019
2,Chris Godwin\GodwCh00,TAM,WR,23,14,14,120,86,1333,15.5,9,190,276.1,2,2019
3,Mike Evans\EvanMi00,TAM,WR,26,13,13,118,67,1157,17.27,8,166,232.7,3,2019
4,Kenny Golladay\GollKe00,DET,WR,26,14,14,100,56,1052,18.79,10,163,219.2,4,2019
5,DeAndre Hopkins\HopkDe00,HOU,WR,27,14,14,141,99,1142,11.54,7,162,261.2,5,2019
6,Amari Cooper\CoopAm00,DAL,WR,25,14,14,102,71,1073,15.11,8,155,226.3,6,2019
7,Cooper Kupp\KuppCo00,LAR,WR,26,14,12,120,83,1031,12.42,8,152,234.5,7,2019
8,Julio Jones\JoneJu02,ATL,WR,30,13,13,129,82,1150,14.02,6,151,232.7,8,2019
9,DJ Chark\CharDJ00,JAX,WR,23,13,12,106,67,956,14.27,8,148,214.6,9,2019
10,Julian Edelman\EdelJu00,NWE,WR,33,14,12,140,92,1019,11.08,6,144,236.5,10,2019
11,Allen Robinson\RobiAl02,CHI,WR,26,14,13,130,83,1023,12.33,7,144,227.3,11,2019
12,DeVante Parker\ParkDe01,MIA,WR,26,14,12,102,59,954,16.17,8,143,202.4,12,2019
13,D.J. Moore\MoorD.00,CAR,WR,22,14,14,133,86,1174,13.65,4,143,229.4,13,2019
14,Courtland Sutton\SuttCo00,DEN,WR,24,14,12,106,63,1019,16.17,6,141,204.1,14,2019
15,Tyler Lockett\LockTy00,SEA,WR,27,14,14,96,75,994,13.25,7,141,215.9,15,2019
16,Stefon Diggs\DiggSt00,MIN,WR,26,14,14,89,60,1073,17.88,5,137,197.4,16,2019
17,Keenan Allen\AlleKe00,LAC,WR,27,14,14,129,90,1046,11.62,5,137,226.7,17,2019
18,John Brown\BrowJo02,BUF,WR,29,14,14,111,71,1007,14.18,5,136,207.2,18,2019
19,Calvin Ridley\RidlCa00,ATL,WR,25,13,10,93,63,866,13.75,7,134,197,19,2019
20,Jarvis Landry\LandJa00,CLE,WR,27,14,14,123,74,1018,13.76,5,133,206.8,20,2019
21,A.J. Brown\BrowAJ00,TEN,WR,22,14,9,74,47,893,19,7,132,179.4,21,2019
22,Marvin Jones\JoneMa02,DET,WR,29,13,11,91,62,779,12.56,9,132,193.9,22,2019
23,Terry McLaurin\McLaTe00,WAS,WR,23,13,13,84,51,833,16.33,7,125,176.3,23,2019
24,Tyreek Hill\HillTy00,KAN,WR,25,10,10,79,49,727,14.84,7,117,166,25,2019
25,Darius Slayton\SlayDa01,NYG,WR,22,12,8,73,44,690,15.68,8,117,161,26,2019
26,Robert Woods\WoodRo02,LAR,WR,27,13,13,116,75,950,12.67,1,117,192,24,2019
27,Emmanuel Sanders\SandEm00,2TM,WR,32,15,14,87,60,783,13.05,5,116,175.7,27,2019
28,D.K. Metcalf\MetcDK00,SEA,WR,22,14,13,87,52,819,15.75,6,115,167,28,2019
29,Curtis Samuel\SamuCu00,CAR,WR,23,14,13,97,50,597,11.94,6,114,164.3,29,2019
30,Michael Gallup\GallMi00,DAL,WR,23,12,10,95,56,911,16.27,3,109,165.1,30,2019
31,Cole Beasley\BeasCo00,BUF,WR,30,14,10,94,60,670,11.17,6,107,167,31,2019
32,Davante Adams\AdamDa01,GNB,WR,27,10,10,98,63,788,12.51,4,105,167.8,32,2019
33,Odell Beckham\BeckOd00,CLE,WR,27,14,14,121,67,910,13.58,2,103,169.8,34,2019
34,Mike Williams\WillMi07,LAC,WR,25,13,13,81,44,912,20.73,2,103,147.4,33,2019
35,Tyler Boyd\BoydTy00,CIN,WR,25,14,13,126,76,859,11.3,3,102,178.2,35,2019
36,Jamison Crowder\CrowJa00,NYJ,WR,26,14,10,104,66,707,10.71,5,101,167.1,36,2019
37,Deebo Samuel\SamuDe00,SFO,WR,23,13,9,70,48,669,13.94,3,101,148.7,37,2019
38,Robby Anderson\AndeRo04,NYJ,WR,26,14,13,85,47,729,15.51,4,99,146.3,38,2019
39,Marquise Brown\BrowMa04,BAL,WR,22,12,9,67,43,563,13.09,7,98,141.3,39,2019
40,Chris Conley\ConlCh00,JAX,WR,27,14,12,79,42,681,16.21,4,94,136.1,40,2019
41,Christian Kirk\KirkCh01,ARI,WR,23,11,11,93,61,649,10.64,3,93,153.7,42,2019
42,Tyrell Williams\WillTy00,OAK,WR,27,12,10,60,38,569,14.97,6,93,130.9,41,2019
43,Zach Pascal\PascZa00,IND,WR,25,14,11,66,39,591,15.15,5,92,131.3,43,2019
44,Larry Fitzgerald\FitzLa00,ARI,WR,36,14,14,95,67,711,10.61,3,87,154.1,44,2019
45,Randall Cobb\CobbRa00,DAL,WR,29,13,5,70,45,674,14.98,3,85,129.5,48,2019
46,Mecole Hardman\HardMe00,KAN,WR,21,14,4,40,25,508,20.32,6,85,109.5,47,2019
47,Diontae Johnson\JohnDi01,PIT,WR,23,14,10,76,47,545,11.6,4,85,131.6,46,2019
48,James Washington\WashJa00,PIT,WR,23,13,8,69,39,694,17.79,3,85,124.4,45,2019
49,Will Fuller\FullWi01,HOU,WR,25,10,10,69,47,659,14.02,3,84,130.9,50,2019
50,Adam Thielen\ThieAd00,MIN,WR,29,9,9,44,30,418,13.93,6,84,114.2,49,2019
51,Sammy Watkins\WatkSa00,KAN,WR,26,12,11,83,49,637,13,3,83,131.9,51,2019
52,Golden Tate\TateGo00,NYG,WR,31,9,9,66,38,512,13.47,5,81,118.8,52,2019
53,Alshon Jeffery\JeffAl00,PHI,WR,29,10,10,73,43,490,11.4,4,79,122.2,53,2019
54,Anthony Miller\MillAn02,CHI,WR,25,14,5,82,50,649,12.98,2,75,124.8,55,2019
55,Dede Westbrook\WestDe00,JAX,WR,26,13,10,89,57,583,10.23,2,75,132,54,2019
56,Kenny Stills\StilKe00,HOU,WR,27,12,4,46,35,504,14.4,4,74,109.4,56,2019
57,Breshad Perriman\PerrBr02,TAM,WR,26,12,2,49,24,409,17.04,5,73,96.5,57,2019
58,Danny Amendola\AmenDa00,DET,WR,34,13,8,90,58,641,11.05,1,70,128.1,59,2019
59,T.Y. Hilton\HiltT.00,IND,WR,30,8,8,61,39,403,10.33,5,70,109.3,58,2019
60,JuJu Smith-Schuster\SmitJu00,PIT,WR,23,10,10,60,38,524,13.79,3,68,106.4,60,2019
61,Phillip Dorsett\DorsPh00,NWE,WR,26,12,4,50,28,347,12.39,5,67,94.8,62,2019
62,Sterling Shepard\ShepSt00,NYG,WR,26,8,8,67,46,461,10.02,2,67,113.3,61,2019
63,Kendrick Bourne\BourKe00,SFO,WR,24,14,0,41,28,329,11.75,5,65,92.9,63,2019
64,Corey Davis\DaviCo03,TEN,WR,24,13,9,60,36,517,14.36,2,64,99.7,64,2019
65,Brandin Cooks\CookBr00,LAR,WR,26,12,12,61,35,504,14.4,1,62,96.6,66,2019
66,Willie Snead\SneaWi00,BAL,WR,27,14,9,40,28,317,11.32,5,62,89.9,65,2019
67,Auden Tate\TateAu00,CIN,WR,22,12,10,80,40,575,14.38,1,62,101.5,67,2019
68,Taylor Gabriel\GabrTa00,CHI,WR,28,9,7,48,29,353,12.17,4,61,90.3,68,2019
69,Demarcus Robinson\RobiDe01,KAN,WR,25,14,10,51,30,412,13.73,3,59,89.2,69,2019
70,Mohamed Sanu\SanuMo00,2TM,WR,30,13,10,79,53,461,8.7,2,59,112.2,70,2019
71,Preston Williams\WillPr01,MIA,WR,22,8,7,60,32,428,13.38,3,59,90.8,71,2019
72,Marquez Valdes-Scantling\ValdMa00,GNB,WR,25,14,9,48,23,427,18.57,2,56,78.6,72,2019
73,Nelson Agholor\AghoNe00,PHI,WR,26,11,10,69,39,363,9.31,3,55,94,73,2019
74,Ted Ginn\GinnTe00,NOR,WR,34,14,9,53,29,411,14.17,2,55,83.9,74,2019
75,John Ross\RossJo00,CIN,WR,25,6,6,38,20,380,19,3,54,74,75,2019
76,Hunter Renfrow\RenfHu00,OAK,WR,24,11,2,53,36,396,11,2,52,87.6,76,2019
77,Adam Humphries\HumpAd00,TEN,WR,26,12,3,47,37,374,10.11,2,50,86.5,78,2019
78,Allen Lazard\LazaAl00,GNB,WR,24,14,1,35,26,363,13.96,2,50,76.4,77,2019
79,Demaryius Thomas\ThomDe03,NYJ,WR,32,11,10,58,36,433,12.03,1,49,85.3,79,2019
80,Allen Hurns\HurnAl01,MIA,WR,28,13,6,45,30,375,12.5,2,48,77.5,80,2019
81,Josh Gordon\GordJo02,2TM,WR,28,11,7,47,27,426,15.78,1,47,73.7,81,2019
82,Alex Erickson\EricAl01,CIN,WR,27,14,4,65,36,458,12.72,0,46,81.6,82,2019
83,Olabisi Johnson\JohnOl00,MIN,WR,22,14,5,39,27,254,9.41,3,44,71,83,2019
84,Steven Sims\SimsSt00,WAS,WR,22,14,1,38,23,165,7.17,1,43,65.7,84,2019
85,Tre'Quan Smith\SmitTr03,NOR,WR,23,9,5,18,12,165,13.75,4,41,52.5,85,2019
86,Keelan Cole\ColeKe00,JAX,WR,26,14,1,29,20,271,13.55,2,39,59.1,86,2019
87,Geronimo Allison\AlliGe01,GNB,WR,25,14,6,49,31,270,8.71,2,38,68.7,87,2019
88,David Moore\MoorDa03,SEA,WR,24,12,1,30,14,250,17.86,2,38,51.6,89,2019
89,Josh Reynolds\ReynJo00,LAR,WR,24,14,2,39,19,294,15.47,1,38,56.7,88,2019
90,Miles Boykin\BoykMi00,BAL,WR,23,14,10,19,12,190,15.83,3,37,49,91,2019
91,Russell Gage\GageRu00,ATL,WR,23,14,2,55,37,329,8.89,1,37,74.4,90,2019
92,Paul Richardson\RichPa01,WAS,WR,27,10,6,42,28,245,8.75,2,37,64.5,94,2019
93,Seth Roberts\RobeSe00,BAL,WR,28,14,0,31,19,248,13.05,2,37,55.8,92,2019
94,Tajae Sharpe\SharTa00,TEN,WR,25,13,6,27,19,247,13,2,37,55.7,93,2019
95,Marcus Johnson\JohnMa07,IND,WR,25,6,4,25,14,244,17.43,2,36,50.4,95,2019
96,Tavon Austin\AustTa00,DAL,WR,29,12,0,20,11,171,15.55,1,34,44.8,96,2019
97,Marvin Hall\HallMa02,DET,WR,26,9,0,11,7,261,37.29,1,33,39.8,98,2019
98,Jakobi Meyers\MeyeJa01,NWE,WR,23,13,1,38,23,334,14.52,0,33,56.4,97,2019
99,Jaron Brown\BrowJa03,SEA,WR,29,12,4,26,16,220,13.75,2,32,48,99,2019
100,Isaiah McKenzie\McKeIs00,BUF,WR,24,13,6,32,23,236,10.26,1,32,54.5,100,2019
101,Albert Wilson\WilsAl02,MIA,WR,27,11,3,47,31,213,6.87,1,31,61.9,101,2019
102,Keke Coutee\CoutKe00,HOU,WR,22,8,4,33,21,247,11.76,0,30,51.1,103,2019
103,Cody Latimer\LatiCo00,NYG,WR,27,13,9,32,17,244,14.35,1,30,47.4,102,2019
104,Chester Rogers\RogeCh02,IND,WR,25,12,6,28,16,179,11.19,2,30,45.7,104,2019
105,DeSean Jackson\JackDe00,PHI,WR,33,3,3,10,9,159,17.67,2,28,36.9,106,2019
106,Scott Miller\MillSc01,TAM,WR,22,10,2,26,13,200,15.38,1,28,40.6,107,2019
107,Malik Turner\TurnMa00,SEA,WR,23,14,2,19,14,222,15.86,1,28,42.2,105,2019
108,Damiere Byrd\ByrdDa00,ARI,WR,26,9,3,37,24,274,11.42,0,27,51.4,108,2019
109,Pharoh Cooper\CoopPh00,2TM,WR,24,11,1,29,22,205,9.32,1,27,48.7,112,2019
110,Jakeem Grant\GranJa00,MIA,WR,27,10,2,33,19,164,8.63,0,27,45.9,111,2019
111,Kelvin Harmon\HarmKe00,WAS,WR,23,14,7,33,22,274,12.45,0,27,49.4,109,2019
112,Jake Kumerow\KumeJa00,GNB,WR,27,12,4,18,11,212,19.27,1,27,38.2,110,2019
113,Marquise Goodwin\GoodMa00,SFO,WR,29,9,6,21,12,186,15.5,1,26,38.1,114,2019
114,Andy Isabella\IsabAn00,ARI,WR,23,13,1,13,9,189,21,1,26,35.4,113,2019
115,Trey Quinn\QuinTr00,WAS,WR,24,12,6,47,26,198,7.62,1,26,51.8,116,2019
116,Jarius Wright\WrigJa02,CAR,WR,30,14,8,48,25,267,10.68,0,26,51,115,2019
117,KeeSean Johnson\JohnKe07,ARI,WR,23,10,4,42,21,187,8.9,1,25,46,117,2019
118,Dante Pettis\PettDa00,SFO,WR,24,11,4,24,11,109,9.91,2,24,34.5,119,2019
119,Laquon Treadwell\TreaLa00,MIN,WR,24,11,0,13,9,184,20.44,1,24,33.4,118,2019
120,Bennie Fowler\FowlBe00,NYG,WR,28,8,2,36,23,193,8.39,0,23,46.3,120,2019
121,Byron Pringle\PrinBy00,KAN,WR,26,14,0,16,12,170,14.17,1,23,35,121,2019
122,Vyncint Smith\SmitVy00,NYJ,WR,23,11,2,23,11,157,14.27,0,23,33.9,122,2019
123,Cordarrelle Patterson\PattCo00,CHI,WR,28,14,4,16,10,78,7.8,0,21,31.1,123,2019
124,Parris Campbell\CampPa00,IND,WR,22,7,3,24,18,127,7.06,1,20,38.1,126,2019
125,Trevor Davis\DaviTr03,3TM,WR,26,12,4,11,8,111,13.88,0,20,28.4,125,2019
126,N'Keal Harry\HarrNK00,NWE,WR,22,5,3,14,7,55,7.86,2,20,26.7,128,2019
127,Richie James\JameRi00,SFO,WR,24,14,1,10,6,165,27.5,1,20,26.4,124,2019
128,Greg Ward\WardGr02,PHI,WR,24,5,1,28,18,140,7.78,1,20,38,127,2019
129,Javon Wims\WimsJa00,CHI,WR,25,14,4,23,12,137,11.42,1,20,31.7,129,2019
130,JJ Arcega-Whiteside\ArceJJ00,PHI,WR,23,14,4,20,8,130,16.25,1,19,27,131,2019
131,Ty Montgomery\MontTy01,NYJ,WR,26,14,2,16,12,89,7.42,0,19,30.5,132,2019
132,Kalif Raymond\RaymKa00,TEN,WR,25,7,1,10,7,138,19.71,1,19,26.3,130,2019
133,Zay Jones\JoneZa00,2TM,WR,24,13,7,40,22,181,8.23,0,18,40.4,133,2019
134,DaeSean Hamilton\HamiDa01,DEN,WR,24,14,2,40,17,167,9.82,0,17,33.7,135,2019
135,Devin Smith\SmitDe04,DAL,WR,27,4,2,9,5,113,22.6,1,17,22.3,134,2019
136,Justin Hardy\HardJu00,ATL,WR,28,14,1,22,16,155,9.69,0,16,31.5,138,2019
137,Dontrelle Inman\InmaDo00,2TM,WR,30,5,1,16,10,157,15.7,0,16,25.7,136,2019
138,Tim Patrick\PatrTi00,DEN,WR,26,6,1,23,10,156,15.6,0,16,25.6,137,2019
139,Justin Watson\WatsJu01,TAM,WR,24,14,0,12,8,89,11.13,1,15,22.9,140,2019
140,Olamide Zaccheaus\ZaccOl01,ATL,WR,22,8,0,3,1,93,93,1,15,16.3,139,2019
141,Damion Ratley\RatlDa00,CLE,WR,24,11,3,18,10,136,13.6,0,14,23.6,141,2019
142,Keelan Doss\DossKe00,OAK,WR,23,8,2,14,11,133,12.09,0,13,24.3,142,2019
143,Mack Hollins\HollMa00,2TM,WR,26,14,3,23,10,125,12.5,0,13,22.5,143,2019
144,Antonio Brown\BrowAn04,NWE,WR,31,1,0,8,4,56,14,1,12,16.1,145,2019
145,Isaiah Ford\FordIs00,MIA,WR,23,6,0,20,11,122,11.09,0,12,23.2,144,2019
146,Rashard Higgins\HiggRa00,CLE,WR,25,9,1,11,4,55,13.75,1,12,15.5,147,2019
147,Duke Williams\WillDu01,BUF,WR,26,3,2,7,6,58,9.67,1,12,17.8,146,2019
148,Deon Cain\CainDe00,2TM,WR,23,11,6,18,7,114,16.29,0,11,18.4,148,2019
149,Rico Gafford\GaffRi00,OAK,WR,23,2,1,1,1,49,49,1,11,11.9,149,2019
150,T.J. Jones\JoneT.00,NYG,WR,27,3,0,4,3,38,12.67,1,10,12.8,150,2019
151,JJ Nelson\NelsJJ00,OAK,WR,27,2,1,5,4,36,9,1,10,13.6,151,2019
152,Christian Blake\BlakCh00,ATL,WR,23,7,2,22,11,91,8.27,0,9,20.1,153,2019
153,Antonio Callaway\CallAn00,CLE,WR,22,4,2,15,8,89,11.13,0,9,16.9,154,2019
154,Robert Foster\FostRo01,BUF,WR,25,11,1,13,3,64,21.33,0,9,12.3,152,2019
155,Braxton Berrios\BerrBr00,NYJ,WR,24,14,0,11,5,104,20.8,0,8,13.4,155,2019
156,Ventell Bryant\BryaVe00,DAL,WR,23,10,0,1,1,15,15,1,8,8.5,159,2019
157,Deonte Harris\HarrDe07,NOR,WR,22,12,0,5,5,24,4.8,0,8,13.2,157,2019
158,Trent Sherfield\SherTr00,ARI,WR,23,14,1,13,4,80,20,0,8,12,158,2019
159,Damion Willis\WillDa11,CIN,WR,22,10,2,16,9,82,9.11,0,8,17.2,156,2019
160,Marcell Ateman\AtemMa00,OAK,WR,25,9,0,3,2,70,35,0,7,9,160,2019
161,Chad Beebe\BeebCh00,MIN,WR,25,3,0,2,2,70,35,0,7,9,161,2019
162,Tevin Jones\JoneTe02,PIT,WR,27,5,0,10,4,61,15.25,0,6,10.1,162,2019
163,KhaDarel Hodge\HodgKh00,CLE,WR,24,14,0,6,2,51,25.5,0,5,7.1,163,2019
164,Chris Lacy\LacyCh00,DET,WR,23,5,0,2,1,48,48,0,5,5.8,164,2019
165,Cedrick Wilson\WilsCe01,DAL,WR,24,6,0,8,5,46,9.2,0,5,9.6,165,2019
166,Geremy Davis\DaviGe00,LAC,WR,27,7,1,3,3,38,12.67,0,4,6.8,168,2019
167,Chris Hogan\HogaCh00,CAR,WR,32,5,0,8,4,37,9.25,0,4,7.7,169,2019
168,Jason Moore\MoorJa02,LAC,WR,24,8,0,4,2,43,21.5,0,4,6.3,166,2019
169,Andre Patton\PattAn00,LAC,WR,25,11,4,12,4,38,9.5,0,4,7.8,167,2019
170,Travis Benjamin\BenjTr00,LAC,WR,30,5,2,16,6,30,5,0,3,9,174,2019
171,C.J. Board\BoarC.00,JAX,WR,26,3,0,4,2,31,15.5,0,3,5.1,173,2019
172,DeAndre Carter\CartDe02,HOU,WR,26,14,2,5,3,53,17.67,0,3,6.3,171,2019
173,Cody Core\CoreCo00,NYG,WR,25,14,0,5,3,28,9.33,0,3,5.8,176,2019
174,Devin Funchess\FuncDe00,IND,WR,25,1,1,5,3,32,10.67,0,3,6.2,172,2019
175,Johnny Holton\HoltJo00,PIT,WR,28,14,3,15,3,21,7,0,3,6,175,2019
176,Jordan Matthews\MattJo00,2TM,WR,27,3,1,12,4,33,8.25,0,3,7.3,170,2019
177,Andre Roberts\RobeAn00,BUF,WR,31,12,0,7,3,20,6.67,0,3,5.7,177,2019
178,Russell Shepard\ShepRu00,NYG,WR,29,3,0,8,3,25,8.33,0,3,5.5,180,2019
179,Diontae Spencer\SpenDi00,DEN,WR,27,14,1,8,6,31,5.17,0,3,8.5,179,2019
180,Ryan Switzer\SwitRy00,PIT,WR,25,9,0,11,8,27,3.38,0,3,10.7,178,2019
181,Josh Bellamy\BellJo02,NYJ,WR,30,7,0,3,2,20,10,0,2,4,184,2019
182,Fred Brown\BrowFr01,DEN,WR,26,11,1,3,2,21,10.5,0,2,4.1,182,2019
183,Michael Crabtree\CrabMi00,ARI,WR,32,2,1,5,4,22,5.5,0,2,6.2,181,2019
184,Ashton Dulin\DuliAs00,IND,WR,22,11,0,2,2,17,8.5,0,2,3.7,188,2019
185,Darius Jennings\JennDa00,TEN,WR,27,7,0,5,2,17,8.5,0,2,3.7,189,2019
186,Marqise Lee\LeexMa00,JAX,WR,28,6,1,4,3,18,6,0,2,4.9,185,2019
187,Donte Moncrief\MoncDo00,2TM,WR,26,8,2,15,4,18,4.5,0,2,5.8,186,2019
188,Chris Moore\MoorCh00,BAL,WR,26,12,1,5,3,21,7,0,2,5.1,183,2019
189,Stanley Morgan\MorgSt02,CIN,WR,23,10,0,10,3,18,6,0,2,4.8,187,2019
190,Riley Ridley\RidlRi00,CHI,WR,23,3,0,3,3,15,5,0,2,4.5,190,2019
191,Bobo Wilson\WilsJe00,TAM,WR,24,6,1,11,3,35,11.67,0,2,4.5,191,2019
192,Austin Carr\CarrAu00,NOR,WR,26,6,3,4,1,9,9,0,1,1.9,200,2019
193,Robert Davis\DaviRo00,2TM,WR,24,4,2,2,1,11,11,0,1,2.1,198,2019
194,Ryan Grant\GranRy01,OAK,WR,29,2,1,9,4,14,3.5,0,1,5.4,193,2019
195,Dwayne Harris\HarrDw00,OAK,WR,32,3,0,1,1,7,7,0,1,1.7,202,2019
196,Cody Hollister\HollCo00,TEN,WR,26,4,0,2,2,13,6.5,0,1,3.3,195,2019
197,Gunner Olszewski\OlszGu00,NWE,WR,23,8,0,4,2,34,17,0,1,3.4,194,2019
198,Da'Mari Scott\ScotDa02,NYG,WR,24,3,1,2,1,11,11,0,1,2.1,197,2019
199,Jeff Smith\SmitJe03,NYJ,WR,22,1,0,2,1,12,12,0,1,2.2,196,2019
200,De'Anthony Thomas\ThomDe05,2TM,WR,26,12,0,2,1,6,6,0,1,2,199,2019
201,Mike Thomas\ThomMi04,LAR,WR,25,14,0,5,2,14,7,0,1,3.4,192,2019